id,vendor,family,part_numbers,aliases,standards,bands,sdr_tier,sdr_capabilities,fw_arch,fw_openness,fw_re_tooling,key_projects,common_hardware,status,references,notes
broadcom-bcm43570,Broadcom,BCM43xx FullMAC (brcmfmac),BCM43570,BCM43570,802.11ac,2.4GHz; 5GHz,0,,D11 + Cortex-R4 (FullMAC),closed,nexmon; ghidra,,Microsoft Surface Pro 4 / Surface Book; laptops,theoretical,https://wireless.docs.kernel.org/en/latest/en/users/drivers/brcmfmac.html,2x2 11ac PCIe FullMAC (the Surface Pro 4 / Book radio). brcmfmac-driven but without dependable monitor; no Nexmon port → tier 0.
broadcom-bcm4358,Broadcom,BCM43xx (FullMAC / Nexmon),BCM4358,,802.11a; 802.11b; 802.11g; 802.11n; 802.11ac,2.4GHz; 5GHz,2,monitor; injection; csi,Broadcom D11 PHY microcode + ARM Cortex-R4,patchable,nexmon; ghidra; ida,nexmon_csi,Huawei Nexus 6P (angler); Samsung Galaxy S6 / S6 edge; Samsung Galaxy Note 5,verified,https://github.com/seemoo-lab/nexmon/blob/master/README.md; https://github.com/seemoo-lab/nexmon_csi/blob/master/README.md,"2x2 11ac (Nexus 6P). Nexmon monitor/inject (fw 7_112_201_3_sta) and nexmon_csi (fw 7_112_300_14_sta, 80MHz, 2 streams) verified. Cortex-R4. Distinct from BCM4356 in Nexus 6."
broadcom-bcm4359,Broadcom,BCM43xx (FullMAC / Nexmon),BCM4359,,802.11n; 802.11ac,2.4GHz; 5GHz,1,monitor; injection,Broadcom D11 PHY microcode + ARM Cortex-R4,patchable,nexmon; ghidra; ida,nexmon,Samsung Galaxy S8 / S8+ (some SKUs); Samsung Galaxy Note 8; Galaxy Tab S4,reported,https://github.com/seemoo-lab/nexmon,2x2 11ac. Community nexmon monitor/injection patches exist; CSI ports attempted. Cortex-R4.
broadcom-bcm43596,Broadcom,BCM43xx (FullMAC),BCM43596; BCM43596D,,802.11n; 802.11ac,2.4GHz; 5GHz,0,,Broadcom D11 PHY microcode + ARM,closed,ghidra,,high-end 802.11ac routers; 802.11ad companion designs,theoretical,https://github.com/seemoo-lab/nexmon,2x2 11ac part sometimes paired with 802.11ad radios. No public Nexmon port; listed for completeness and future RE.
broadcom-bcm4360,Broadcom,BCM43xx FullMAC (wl/brcmfmac),BCM4360,BCM4360,802.11ac,2.4GHz; 5GHz,1,monitor,D11 + Cortex-R4 (FullMAC),closed,nexmon; ghidra,,Netgear R7000; MacBook Pro Retina 2013-2015; many AC1900 routers,reported,https://wireless.docs.kernel.org/en/latest/en/users/drivers/brcmfmac.html,3x3 11ac PCIe PHY. brcmfmac exposes an (unreliable) monitor mode on some 4360 boards → tier 1 reported; injection and CSI are not available and there is no Nexmon port. Consumer routers usually run the closed wl driver.
broadcom-bcm43602,Broadcom,BCM43xx FullMAC (brcmfmac),BCM43602,BCM43602,802.11ac,2.4GHz; 5GHz,1,monitor,D11 + Cortex-R4 (FullMAC),closed,nexmon; ghidra; brcmfmac,,Netgear R7000P / Nighthawk; AVM Fritz!Box 7490; Mac Pro 2013,reported,https://wireless.docs.kernel.org/en/latest/en/users/drivers/brcmfmac.html,"3x3 11ac PCIe FullMAC. brcmfmac provides a monitor mode → tier 1 reported. No Nexmon CSI/injection port yet, though the Cortex-R4 substrate makes it a candidate. Common router/NAS PHY."
broadcom-bcm4361,Broadcom,BCM43xx FullMAC (bcmdhd),BCM4361,BCM4361,802.11ac,2.4GHz; 5GHz,0,,D11 + Cortex-R4 (FullMAC),closed,nexmon; ghidra,,iPhone 8/8+/X; Samsung Galaxy S9/Note9,theoretical,https://github.com/seemoo-lab/nexmon,"2x2 11ac in the iPhone 8/X and Galaxy S9. FullMAC, no mac80211 monitor, no Nexmon port → tier 0. Apple/Samsung ship signed firmware."
broadcom-bcm4364,Broadcom,BCM43xx FullMAC (brcmfmac),BCM4364,BCM4364,802.11ac,2.4GHz; 5GHz,1,monitor,D11 + Cortex-R4 (FullMAC),closed,nexmon; ghidra; brcmfmac,,iMac Pro 2017; MacBook Pro 2018-2019; Mac mini 2018,reported,https://wireless.docs.kernel.org/en/latest/en/users/drivers/brcmfmac.html,"3x3 11ac Apple Wi-Fi (T2-era Intel Macs), driven by brcmfmac which offers a limited monitor mode → tier 1 reported. No injection/CSI, no Nexmon port; firmware is Apple-signed."
broadcom-bcm4365,Broadcom,BCM43xx router radio (FullMAC),BCM4365,BCM4365; BCM4365E,802.11ac,2.4GHz; 5GHz,0,,D11 + Cortex-R4 (FullMAC),closed,nexmon; ghidra,,AC-class Wi-Fi routers,theoretical,https://github.com/seemoo-lab/nexmon,"3x3 11ac router-class radio, sibling of the Nexmon-CSI-capable 4366c0 but without a public port → tier 0. Runs the vendor wl/dhd stack."
broadcom-bcm4366c0,Broadcom,BCM4366,BCM4366,BCM4366c0,802.11a/b/g/n/ac,2.4GHz; 5GHz,2,monitor; injection; csi,ARM + Broadcom D11 ucode,patchable,nexmon; b43-tools; ghidra,nexmon_csi,Asus RT-AC86U router,verified,https://github.com/seemoo-lab/nexmon_csi; https://dl.acm.org/doi/10.1145/3349623.3355477,Router-class 4x4 MIMO CSI at 80 MHz via nexmon_csi (firmware 10_10_122_20). Float-style CSI encoding (sign/exponent/mantissa) rather than the int16 format used by bcm4339/bcm43455c0.
broadcom-bcm43684,Broadcom,BCM43xx router radio (FullMAC),BCM43684,BCM43684; BCM43684E,802.11ax,2.4GHz; 5GHz,0,,D11 + Cortex-M7 (FullMAC),closed,nexmon; ghidra,,Asus RT-AX88U / RT-AX86U; Netgear RAX-series routers,theoretical,https://github.com/seemoo-lab/nexmon,"4x4 Wi-Fi 6 router radio, the dominant high-end AX PHY (Asus RT-AX88U/AX86U). No public Nexmon port; closed wl/dhd stack → tier 0. Related to the Nexmon-supported 6715."
broadcom-bcm4371,Broadcom,BCM43xx FullMAC (brcmfmac),BCM4371,BCM4371,802.11ac,2.4GHz; 5GHz,0,,D11 + Cortex-R4 (FullMAC),closed,nexmon; ghidra,,12-inch MacBook 2016/2017,theoretical,https://github.com/seemoo-lab/nexmon,"2x2 11ac combo used in the 12-inch Retina MacBook. FullMAC, no port, no reliable monitor → tier 0 black-box."
broadcom-bcm4375,Broadcom,BCM43xx (FullMAC / Nexmon),BCM4375; BCM4375b1,BCM4375b1,802.11n; 802.11ac; 802.11ax,2.4GHz; 5GHz,1,monitor; injection; csi,Broadcom D11 PHY microcode + ARM Cortex-M7,patchable,nexmon; ghidra; ida,nexmon,Samsung Galaxy S10 / S10+; Samsung Galaxy S20 / S20+ / Ultra; Galaxy Note 10,verified,https://github.com/seemoo-lab/nexmon/blob/master/README.md; https://github.com/seemoo-lab/nexmon/commit/6c5f780be089e5a3be44a37799963651a3f3ec14,"2x2 Wi-Fi 6 (Galaxy S10/S20). Nexmon monitor+injection verified (S20 fw 18_41_8_9_sta) on rooted, SELinux-permissive devices; CSI ported by community. Newer Cortex-M7-class core."
broadcom-bcm4377,Broadcom,BCM43xx FullMAC (Apple/Asahi),BCM4377,BCM4377; BCM4377b3,802.11ac,2.4GHz; 5GHz,1,monitor,D11 + Cortex-R4 (Apple-signed FullMAC),closed,brcmfmac; Asahi Linux; ghidra,Asahi Linux (brcmfmac),Intel/T2 MacBook Air/Pro 2019-2021; iMac 2019-2020,reported,https://github.com/AsahiLinux/docs,"2x2 11ac Apple Wi-Fi. Asahi Linux drives it via brcmfmac using Apple-extracted firmware, giving limited monitor mode → tier 1 reported. Firmware is Apple-signed and closed; no Nexmon port. RE benefits from the same brcmfmac PCIe path documented by Asahi."
broadcom-bcm4378,Broadcom,BCM43xx FullMAC (Apple/Asahi),BCM4378,BCM4378; BCM4378b1,802.11ax,2.4GHz; 5GHz,1,monitor,D11 + Cortex-M7 (Apple-signed FullMAC),closed,brcmfmac; Asahi Linux; ghidra,Asahi Linux (brcmfmac),Apple M1 Macs (2020-2021); iPhone 11/12/SE2,reported,https://github.com/AsahiLinux/docs,"2x2 Wi-Fi 6 Apple part, the M1-generation Mac radio. Asahi Linux's brcmfmac port loads Apple-signed firmware and exposes limited monitor → tier 1 reported. No injection/CSI, no Nexmon port; the Wi-Fi/BT combo also underlies Apple's AWDL work."
broadcom-bcm4387,Broadcom,"BCM43xx (FullMAC, Apple-custom)",BCM4387,,802.11n; 802.11ac; 802.11ax,2.4GHz; 5GHz,1,monitor,"Broadcom D11 PHY microcode + ARM (Apple-customized firmware, PCIe)",closed,ghidra; ida,nexmon (RE reference),iPhone 12 / 13 series; Apple Silicon Macs (M1/M2); iPad Pro,theoretical,https://github.com/seemoo-lab/nexmon,"Apple's customized Broadcom Wi-Fi 6. Same D11+ARM lineage but locked-down, PCIe-attached, Apple firmware signing — no public Nexmon monitor/inject. Reverse-engineering only (e.g. via Asahi/brcmfmac efforts)."
broadcom-bcm4388,Broadcom,BCM43xx FullMAC (Apple/Asahi),BCM4388,BCM4388,802.11ax,2.4GHz; 5GHz; 6GHz,0,,D11 + Cortex-M7 (Apple-signed FullMAC),closed,brcmfmac; Asahi Linux; ghidra,Asahi Linux,Apple M2/M3 Macs (2022-2023); iPhone 14/15,theoretical,https://github.com/AsahiLinux/docs,2x2 Wi-Fi 6E Apple combo (M2/M3 Macs). Asahi brcmfmac support is work-in-progress and firmware is Apple-signed; no dependable monitor and no Nexmon port yet → tier 0.
broadcom-bcm4389,Broadcom,BCM43xx (FullMAC / Nexmon),BCM4389; BCM4389c1,BCM4389c1,802.11n; 802.11ac; 802.11ax,2.4GHz; 5GHz; 6GHz,1,monitor; injection,Broadcom D11 PHY microcode + dual ARM Cortex-M-class cores,patchable,nexmon; ghidra; ida,nexmon,Google Pixel 6 / 7 / 7 Pro; Samsung Galaxy S21 (some SKUs),verified,https://github.com/seemoo-lab/nexmon/blob/master/README.md,2x2 Wi-Fi 6E (Pixel 7). Nexmon monitor+injection verified (fw 20_101_57) on Magisk-rooted devices. 6GHz-capable. CSI not yet upstream.
broadcom-bcm4398,Broadcom,BCM43xx Wi-Fi 7,BCM4398,"BCM4398; BCM4398d05,8,9",802.11be; 802.11ax; 802.11ac,2.4GHz; 5GHz; 6GHz,1,monitor; open-firmware,ARM firmware + D11 ucode (Nexmon-patchable),patchable,Nexmon; Ghidra; radiotap,Nexmon,"Google Pixel 8 (rooted, Magisk); flagship smartphones",reported,https://github.com/seemoo-lab/nexmon; https://www.broadcom.com/products/wireless/wireless-lan-bluetooth/bcm4398; https://github.com/seemoo-lab/nexmon_csi,"Broadcom's 11be mobile combo (2x2 SDB, 320 MHz, 5-7 GHz, 4K-QAM, dual-core BT 5.2). Nexmon lists BCM4398d05,8,9 (fw 24_671_6_9) on a rooted Pixel 8 with Monitor Mode + RadioTap enabled; frame injection is NOT listed for this part, and nexmon_csi does NOT support any Wi-Fi 7 chip. Firmware is patchable via the Nexmon toolchain (same D11/ARM model as older BCM43xx) but no 11be CSI patch has been published."
broadcom-bcm4708,Broadcom,Northstar router host SoC,BCM4708,BCM4708; BCM4708A0,Ethernet/SoC,,0,,dual Cortex-A9 application processor (no radio),closed,,OpenWrt bcm53xx target,Netgear R7000; Asus RT-AC68U; Linksys EA6900,theoretical,https://openwrt.org/docs/techref/targets/bcm53xx,Not a radio: the BCM4708 is a Northstar dual-core Cortex-A9 router application SoC. The Wi-Fi in these routers is a *separate* BCM4360/4366 PCIe part. Included for completeness of the family; carries no PHY and has no SDR path (tier 0). Well supported by OpenWrt as a host CPU.
broadcom-bcm4709,Broadcom,Northstar router host SoC,BCM4709,BCM4709; BCM4709A0; BCM47094,Ethernet/SoC,,0,,dual Cortex-A9 application processor (no radio),closed,,OpenWrt bcm53xx target,Netgear R8000; Asus RT-AC87U; Linksys EA8500,theoretical,https://openwrt.org/docs/techref/targets/bcm53xx,"Not a radio: higher-clocked Northstar+ dual Cortex-A9 router host SoC. As with the 4708, the Wi-Fi radios (BCM4360/4366, or a QCA part on the RT-AC87U) are separate chips. No SDR path (tier 0); included for family completeness."
broadcom-bcm6710,Broadcom,BCM67xx router radio (FullMAC),BCM6710,BCM6710,802.11ax,2.4GHz; 5GHz,0,,D11 + Cortex-M7 (FullMAC),closed,nexmon; ghidra,,Wi-Fi 6 gateway/router boards,theoretical,https://github.com/seemoo-lab/nexmon,2x2 Wi-Fi 6 integrated router radio in Broadcom's BCM67xx line. No public port → tier 0. Same firmware family as the Nexmon-supported 6715.
broadcom-bcm6715,Broadcom,BCM67xx router radio (Nexmon-class),BCM6715,BCM6715; BCM6715b0,802.11ax,2.4GHz; 5GHz,1,monitor; injection,D11 + Cortex-M7 (FullMAC),patchable,nexmon; ghidra; b43-tools,Nexmon,Asus RT-AX86U Pro,verified,https://github.com/seemoo-lab/nexmon,"4x4 Wi-Fi 6 router radio and the newest Nexmon-supported part on the list: the supported-devices table names bcm6715b0 with firmware 17_10_188_6401 (r808804) on the Asus RT-AX86U Pro for monitor+injection → tier 1, patchable. First router-class AX chip with an official Nexmon port; CSI not yet ported."
broadcom-bcm6717,Broadcom,BCM67xx router radio (FullMAC),BCM6717,BCM6717,802.11be,2.4GHz; 5GHz; 6GHz,0,,D11 + Cortex-M7/multicore (FullMAC),closed,nexmon; ghidra,,Wi-Fi 7 tri-band routers,theoretical,https://github.com/seemoo-lab/nexmon,Wi-Fi 7 (11be) tri-band router radio. No public Nexmon port; closed → tier 0. Newer sibling of the ported 6715.
broadcom-bcm6726,Broadcom,BCM67xx router radio (FullMAC),BCM6726,BCM6726,802.11be,2.4GHz; 5GHz; 6GHz,0,,D11 + Cortex-M7/multicore (FullMAC),closed,nexmon; ghidra,,Asus RT-BE96U / GT-BE98 class Wi-Fi 7 routers,theoretical,https://github.com/seemoo-lab/nexmon,"4x4 Wi-Fi 7 (11be) router radio used in flagship BE-class routers. Closed, no port → tier 0."
broadcom-bcm67263,Broadcom,BCM67xx router radio (FullMAC),BCM67263,BCM67263,802.11be,2.4GHz; 5GHz; 6GHz,0,,"D11 + ARM (FullMAC, unconfirmed)",unknown,nexmon; ghidra,,Broadcom router reference designs,theoretical,https://github.com/seemoo-lab/nexmon,Part number appears in Broadcom router BSP/firmware trees; the exact PHY generation and even the precise part identity are unconfirmed from public primary sources. Catalogued as a black-box (tier 0) pending confirmation — no capabilities are claimed.
broadcom-bcm6755,Broadcom,BCM67xx router SoC + radio,BCM6755,BCM6755,802.11ax,2.4GHz; 5GHz,0,,Cortex-A7 host + D11/Cortex-M7 radio (integrated FullMAC),closed,nexmon; ghidra,,Wi-Fi 6 gateway/router SoCs,theoretical,https://github.com/seemoo-lab/nexmon,"Integrated Wi-Fi 6 gateway SoC bundling an application CPU with an on-die AX radio. Closed, no port → tier 0."
broadcom-bcm6756,Broadcom,BCM67xx AP,BCM6756,BCM6756,802.11ax,2.4GHz; 5GHz; 6GHz,0,,Broadcom proprietary AP SDK firmware,closed,,,Wi-Fi 6/6E router and AP reference designs,reported,https://www.cnx-software.com/2022/04/13/broadcom-unveils-wifi-7-chips-for-access-points-and-clients/,"Wi-Fi 6/6E access-point SoC on Broadcom's closed router SDK. No Nexmon foothold and no open driver; effectively black-box for SDR-style repurposing. Listed for completeness alongside BCM4398; for an open 6E AP for sensing, prefer an MT7916-class MediaTek AP instead."
celeno-cl6000,Celeno,CL2x4x / CL6000 Denali,CL2440; CL2444; CL6020; CL6025,CL2440; CL2444; CL6020; CL6025; Denali; Wi-Fi Doppler,802.11n; 802.11ac; 802.11ax,2.4GHz; 5GHz; 6GHz,2,csi; radar; fmcw,Celeno proprietary Wi-Fi + Doppler engine,closed,,Celeno Wi-Fi Doppler Imaging announcement (Renesas),Wi-Fi Doppler client/AP reference designs; smart-home presence/fall-detection modules,reported,https://www.renesas.com/en/about/newsroom/celeno-announces-new-innovation-wi-fi-doppler-imaging; https://www.prnewswire.com/news-releases/celenos-wi-fi-doppler-imaging-technology-wins-the-2019-best-wi-fi-innovation-award-at-wi-fi-now-london-conference-300958215.html,"Built-in Wi-Fi Doppler radar mode (WFD) detects presence, falls, gestures, even breathing through walls in 5/6 GHz. The purest Wi-Fi-as-radar product in the catalog, but the Doppler engine is a closed proprietary feature with no public API, firmware, or RE tooling: tier 2 by capability but locked."
celeno-cl1800,Celeno (Renesas),CL1800 (pre-Doppler 802.11ac),CL1800,CL1800; CL1842,802.11ac,2.4GHz; 5GHz,0,,"Celeno MAC/PHY, closed firmware",closed,proprietary vendor driver only,,carrier/OEM 802.11ac access points,reported,https://www.renesas.com/en/about/newsroom/celeno-announces-new-innovation-wi-fi-doppler-imaging,"Earlier Celeno 802.11ac (Wave 2) AP silicon, before the Wi-Fi Doppler Imaging engine that defines the catalogued CL2x4x/CL6000 'Denali' parts. Fully closed with no public driver or RE tooling — Tier 0. Catalogued to close out the Celeno line; the sensing story lives on celeno-cl6000. Net-new record."
cypress-cyw43362,Cypress,WICED IoT SoftAP,CYW43362,CYW43362; BCM43362,802.11n,2.4GHz,0,,D11 + Cortex-M3 (WICED FullMAC),closed,ghidra,,Particle Photon; WICED eval boards,theoretical,https://wireless.docs.kernel.org/en/latest/en/users/drivers/brcmfmac.html,"Single-stream 11n IoT part running Cypress WICED SoftAP firmware (e.g. Particle Photon). Closed FullMAC, no monitor/port → tier 0. RE potential noted but unexplored."
cypress-cyw4343w,Cypress,AIROC / BCM43xx FullMAC,CYW4343W,CYW4343W; BCM4343W,802.11n,2.4GHz,0,,D11 + Cortex-M3 (FullMAC),closed,nexmon; ghidra,,Murata 1DX modules; NXP/ST eval boards; older Pi/IoT HATs,theoretical,https://wireless.docs.kernel.org/en/latest/en/users/drivers/brcmfmac.html,1x1 11n combo (rebranded BCM4343W) found across countless embedded/IoT boards. brcmfmac-driven FullMAC with no mac80211 monitor and no Nexmon port → tier 0. Ubiquity makes it a high-value future target.
cypress-cyw54591,Cypress,AIROC Wi-Fi 5 combo,CYW54591,CYW54591,802.11ac,2.4GHz; 5GHz,0,,D11 + ARM (FullMAC),closed,ghidra,,AIROC combo modules; embedded/automotive designs,theoretical,https://www.infineon.com/cms/en/product/wireless-connectivity/airoc-wi-fi-plus-bluetooth-combos/,"AIROC 2x2 Wi-Fi 5 (11ac) + Bluetooth combo. Closed FullMAC firmware, no public RE or port → tier 0."
cypress-cyw43012,Cypress/Infineon,CYW43xx (low-power FullMAC),BCM43012; CYW43012,BCM43012,802.11b; 802.11g; 802.11n,2.4GHz; 5GHz,1,monitor,Broadcom/Cypress D11 microcode + ARM Cortex-M3 (low-power),partially-documented,nexmon; ghidra,nexmon (RE reference),wearables; battery IoT modules; Murata combo modules,theoretical,https://github.com/seemoo-lab/nexmon,Ultra-low-power 1x1 combo aimed at wearables/IoT. Cypress/Infineon SDK gives partial documentation; no confirmed Nexmon monitor/CSI. Candidate for future porting.
cypress-cyw4373,Cypress/Infineon,CYW43xx (USB FullMAC combo),CYW4373; CYW4373E,CYW4373E,802.11a; 802.11n; 802.11ac,2.4GHz; 5GHz,1,monitor,Cypress D11 microcode + ARM (USB-attached),closed,nexmon; ghidra,brcmfmac driver,Murata Type 1YN module; USB Wi-Fi/BT combo dongles; Raspberry Pi add-on HATs,theoretical,https://github.com/seemoo-lab/nexmon,1x1 11ac USB combo driven by brcmfmac. Same D11+ARM family; monitor/injection plausible via a Nexmon port but unproven. Attractive because USB-attached and cheap.
cypress-cyw89459,Cypress/Infineon,CYW43xx (automotive),CYW89459,,802.11n; 802.11ac; 802.11p,2.4GHz; 5GHz,0,,Cypress D11 microcode + ARM (automotive-qualified),closed,ghidra,,automotive V2X / telematics modules; in-vehicle infotainment,theoretical,https://github.com/seemoo-lab/nexmon,Automotive-grade 2x2 11ac with 802.11p (DSRC/V2X). Same lineage; no public RE. Cataloged for future 802.11p-repurposing interest.
espressif-esp32,Espressif,ESP32,ESP32-D0WD; ESP32-WROOM-32; ESP32-WROOM-32E; ESP32-WROVER-B; ESP32-DevKitC; ESP32-PICO-D4,ESP32-WROOM-32; ESP32-WROVER; ESP32-DevKitC,802.11b; 802.11g; 802.11n; Bluetooth Classic; BLE 4.2,2.4GHz,2,monitor; injection; csi; covert-channel,"Tensilica Xtensa LX6 (dual-core, 240 MHz)",partially-documented,esp-idf; ghidra; ida; openocd; gdb,"ESP32-CSI-Tool (StevenMHernandez); Wi-ESP CSI Tool; esp32-80211-tx (Jeija, raw injection); espressif/esp-csi (esp-radar sensing)",ESP32-DevKitC; ESP32-WROOM-32; TTGO T-Display; M5Stack Core; Heltec WiFi Kit 32,verified,https://github.com/StevenMHernandez/ESP32-CSI-Tool; https://stevenmhernandez.github.io/ESP32-CSI-Tool/; https://wrlab.github.io/Wi-ESP/; https://academic.oup.com/jcde/article/7/5/644/5837600; https://github.com/Jeija/esp32-80211-tx; https://github.com/espressif/esp-csi,"The reference CSI platform: built-in esp_wifi_set_csi_config/esp_wifi_set_csi_rx_cb yields per-subcarrier complex CSI (up to 52-64 usable subcarriers HT20). Raw TX via esp_wifi_80211_tx, promiscuous RX with rx_ctrl (RSSI/noise/rate/timestamp). No FFT/spectral or IQ API -> hard tier-2 ceiling. Wi-Fi MAC/PHY shipped as closed libpp/libnet80211/libphy blobs."
espressif-esp32-c2,Espressif,ESP32-C2,ESP32-C2; ESP8684; ESP8684-WROOM-01; ESP32-C2-DevKitM-1,ESP8684; ESP32-C2-DevKitM-1,802.11b; 802.11g; 802.11n; BLE 5.0,2.4GHz,1,monitor; injection,32-bit RISC-V single-core (120 MHz),partially-documented,esp-idf; ghidra; ida,,ESP32-C2-DevKitM-1; ESP8684 modules,reported,https://docs.espressif.com/projects/esp-idf/en/v5.2/esp32c2/api-guides/wifi.html,"Cost-optimized, thin RAM/flash. Monitor + raw TX verified. CSI is limited/unverified: the C2 is notably absent from Espressif's canonical CSI-support enumeration (ESP32/S2/C3/S3/C5/C6/C61). Treat CSI as reported at best on this SKU."
